Package,nUsing,ERROR,FAIL,NOTE,OK,WARN,has_problem,modeled_problem_probability
FLAME,8,0,0,0,12,0,FALSE,0.136063049330599
FLLat,1,0,0,0,12,0,FALSE,0.0646128204107019
FLR,1,0,0,12,0,0,FALSE,0.0646128204107019
FLSSS,2,0,0,12,0,0,FALSE,0.0721040324815259
FLightR,17,0,0,5,7,0,FALSE,0.312439480946161
FMAdist,6,0,0,0,12,0,FALSE,0.110675716060278
FMC,1,0,0,5,7,0,FALSE,0.0646128204107019
FME,6,0,0,2,10,0,FALSE,0.110675716060278
FMP,0,0,0,0,12,0,FALSE,0.0578513797619318
FMStable,0,0,0,12,0,0,FALSE,0.0578513797619318
FMsmsnReg,1,0,0,0,12,0,FALSE,0.0646128204107019
FNN,0,0,0,0,12,0,FALSE,0.0578513797619318
FPCA2D,1,0,0,0,12,0,FALSE,0.0646128204107019
FPCA3D,0,0,0,0,12,0,FALSE,0.0578513797619318
FPDclustering,1,0,0,0,12,0,FALSE,0.0646128204107019
FPV,2,0,0,0,12,0,FALSE,0.0721040324815259
FRACTION,0,0,0,0,12,0,FALSE,0.0578513797619318
FRAPO,3,0,0,0,12,0,FALSE,0.0803891324736847
FRCC,4,0,0,12,0,0,FALSE,0.0895343702857667
FREQ,0,0,0,0,12,0,FALSE,0.0578513797619318
FRESA.CAD,5,0,0,6,6,0,FALSE,0.0996073011649021
FRK,10,0,0,12,0,0,FALSE,0.166185636270792
FRegSigCom,3,0,0,2,8,2,FALSE,0.0803891324736847
FSA,10,0,0,1,11,0,FALSE,0.166185636270792
FSAdata,0,0,0,0,12,0,FALSE,0.0578513797619318
FSInteract,2,0,0,0,12,0,FALSE,0.0721040324815259
FSMUMI,2,0,0,0,12,0,FALSE,0.0721040324815259
FSTpackage,5,0,0,0,12,0,FALSE,0.0996073011649021
FSelector,4,0,0,0,11,0,FALSE,0.0895343702857667
FSelectorRcpp,3,0,0,3,9,0,FALSE,0.0803891324736847
FTICRMS,2,0,0,12,0,0,FALSE,0.0721040324815259
FTRLProximal,1,5,0,0,7,0,TRUE,0.0646128204107019
FUNTA,0,0,0,0,12,0,FALSE,0.0578513797619318
FWDselect,2,0,0,0,12,0,FALSE,0.0721040324815259
FacPad,2,0,0,12,0,0,FALSE,0.0721040324815259
FactMixtAnalysis,2,0,0,12,0,0,FALSE,0.0721040324815259
FactoClass,6,0,0,0,12,0,FALSE,0.110675716060278
FactoInvestigate,3,0,0,0,12,0,FALSE,0.0803891324736847
FactoMineR,8,0,0,0,12,0,FALSE,0.136063049330599
FactorsR,0,0,0,5,7,0,FALSE,0.0578513797619318
Factoshiny,3,0,0,0,12,0,FALSE,0.0803891324736847
Fahrmeir,0,0,0,0,12,0,FALSE,0.0578513797619318
FamEvent,4,0,0,0,12,0,FALSE,0.0895343702857667
Familias,3,0,0,2,10,0,FALSE,0.0803891324736847
FarmSelect,3,0,0,0,11,1,FALSE,0.0803891324736847
FarmTest,1,0,0,0,11,1,FALSE,0.0646128204107019
FastBandChol,1,0,0,2,10,0,FALSE,0.0646128204107019
FastGP,4,0,0,4,8,0,FALSE,0.0895343702857667
FastGaSP,2,0,0,5,7,0,FALSE,0.0721040324815259
FastHCS,2,0,0,6,6,0,FALSE,0.0721040324815259
FastImputation,1,1,0,0,11,0,TRUE,0.0646128204107019
FastKM,1,0,0,12,0,0,FALSE,0.0646128204107019
FastKNN,2,0,0,0,12,0,FALSE,0.0721040324815259
FastLZeroSpikeInference,0,0,0,0,12,0,FALSE,0.0578513797619318
FastPCS,1,0,0,3,9,0,FALSE,0.0646128204107019
FastRCS,1,0,0,3,9,0,FALSE,0.0646128204107019
FastRWeb,2,4,0,1,0,7,TRUE,0.0721040324815259
FastSF,2,0,0,0,12,0,FALSE,0.0721040324815259
FatTailsR,2,0,0,0,12,0,FALSE,0.0721040324815259
FateID,9,0,0,0,12,0,FALSE,0.15050530328391
FeaLect,2,0,0,0,12,0,FALSE,0.0721040324815259
FeatureHashing,4,3,0,1,8,0,TRUE,0.0895343702857667
FedData,21,1,0,4,7,0,TRUE,0.421215189948552
FeedbackTS,5,0,0,0,12,0,FALSE,0.0996073011649021
Fgmutils,8,0,0,0,12,0,FALSE,0.136063049330599
FiRE,1,0,0,7,5,0,FALSE,0.0646128204107019
FieldSim,2,0,0,12,0,0,FALSE,0.0721040324815259
FinAna,0,0,0,0,12,0,FALSE,0.0578513797619318
FinAsym,0,0,0,0,12,0,FALSE,0.0578513797619318
FinCal,3,0,0,0,12,0,FALSE,0.0803891324736847
FinCovRegularization,1,0,0,0,12,0,FALSE,0.0646128204107019
FinancialInstrument,4,0,0,0,12,0,FALSE,0.0895343702857667
FinancialMath,0,0,0,0,12,0,FALSE,0.0578513797619318
FindAllRoots,0,0,0,0,12,0,FALSE,0.0578513797619318
FindIt,10,0,0,0,12,0,FALSE,0.166185636270792
FinePop,0,0,0,0,12,0,FALSE,0.0578513797619318
FisHiCal,2,0,0,12,0,0,FALSE,0.0721040324815259
FishResp,5,0,0,0,12,0,FALSE,0.0996073011649021
FisherEM,2,0,0,0,12,0,FALSE,0.0721040324815259
FitAR,7,0,0,12,0,0,FALSE,0.122806306686478
FitARMA,1,0,0,12,0,0,FALSE,0.0646128204107019
FixSeqMTP,0,0,0,0,12,0,FALSE,0.0578513797619318
FixedPoint,1,0,0,0,12,0,FALSE,0.0646128204107019
FlexDir,0,0,0,0,12,0,FALSE,0.0578513797619318
FlexGAM,4,0,0,0,12,0,FALSE,0.0895343702857667
FlexParamCurve,1,0,0,0,12,0,FALSE,0.0646128204107019
FlexScan,3,0,0,0,12,0,FALSE,0.0803891324736847
FlickrAPI,4,0,0,5,7,0,FALSE,0.0895343702857667
FloodMapper,4,0,0,5,7,0,FALSE,0.0895343702857667
FlowRegEnvCost,1,0,0,0,12,0,FALSE,0.0646128204107019
FlowScreen,3,0,0,0,12,0,FALSE,0.0803891324736847
Flury,0,0,0,12,0,0,FALSE,0.0578513797619318
ForIT,0,0,0,12,0,0,FALSE,0.0578513797619318
ForImp,3,0,0,12,0,0,FALSE,0.0803891324736847
ForeCA,4,0,0,0,12,0,FALSE,0.0895343702857667
ForecastComb,7,0,0,0,12,0,FALSE,0.122806306686478
ForecastCombinations,2,0,0,0,12,0,FALSE,0.0721040324815259
ForestGapR,7,0,0,5,6,1,FALSE,0.122806306686478
ForestTools,5,0,0,5,7,0,FALSE,0.0996073011649021
FormalSeries,0,0,0,12,0,0,FALSE,0.0578513797619318
Formula,0,0,0,0,12,0,FALSE,0.0578513797619318
ForwardSearch,1,0,0,12,0,0,FALSE,0.0646128204107019
FossilSim,2,0,0,0,12,0,FALSE,0.0721040324815259
FourScores,0,0,0,0,12,0,FALSE,0.0578513797619318
FourgameteP,0,0,0,0,11,1,FALSE,0.0578513797619318
FrF2,5,0,0,0,12,0,FALSE,0.0996073011649021
FrF2.catlg128,1,0,0,12,0,0,FALSE,0.0646128204107019
FractalParameterEstimation,0,0,0,0,12,0,FALSE,0.0578513797619318
Fragman,0,0,0,0,12,0,FALSE,0.0578513797619318
Frames2,3,0,0,0,12,0,FALSE,0.0803891324736847
FreeSortR,3,0,0,0,12,0,FALSE,0.0803891324736847
FreqProf,3,0,0,0,12,0,FALSE,0.0803891324736847
Fstability,0,0,0,0,12,0,FALSE,0.0578513797619318
FunChisq,1,0,0,0,12,0,FALSE,0.0646128204107019
FunCluster,2,0,0,12,0,0,FALSE,0.0721040324815259
FuncMap,1,0,0,0,12,0,FALSE,0.0646128204107019
FunctionalNetworks,2,0,0,12,0,0,FALSE,0.0721040324815259
FusionLearn,0,0,0,0,12,0,FALSE,0.0578513797619318
Fuzzy.p.value,1,0,0,0,12,0,FALSE,0.0646128204107019
FuzzyAHP,1,0,0,0,11,1,FALSE,0.0646128204107019
FuzzyLP,3,0,0,0,12,0,FALSE,0.0803891324736847
FuzzyMCDM,1,0,0,0,12,0,FALSE,0.0646128204107019
FuzzyNumbers,0,0,0,0,12,0,FALSE,0.0578513797619318
FuzzyNumbers.Ext.2,1,0,0,0,12,0,FALSE,0.0646128204107019
FuzzyR,2,0,0,0,12,0,FALSE,0.0721040324815259
FuzzyStatProb,3,0,0,0,12,0,FALSE,0.0803891324736847
FuzzyStatTra,0,0,0,0,12,0,FALSE,0.0578513797619318
FuzzyToolkitUoN,0,0,0,12,0,0,FALSE,0.0578513797619318
G1DBN,2,0,0,12,0,0,FALSE,0.0721040324815259
G2Sd,6,0,0,0,12,0,FALSE,0.110675716060278
GA,5,0,0,3,9,0,FALSE,0.0996073011649021
GABi,1,0,0,12,0,0,FALSE,0.0646128204107019
GAD,2,0,0,0,12,0,FALSE,0.0721040324815259
GADAG,3,0,0,0,12,0,FALSE,0.0803891324736847
GADMTools,19,0,0,0,12,0,FALSE,0.365107703239345
GAIPE,0,0,0,12,0,0,FALSE,0.0578513797619318
GAMBoost,1,0,0,12,0,0,FALSE,0.0646128204107019
GAMens,3,0,0,0,12,0,FALSE,0.0803891324736847
GANPA,1,0,0,12,0,0,FALSE,0.0646128204107019
GANPAdata,0,0,0,0,12,0,FALSE,0.0578513797619318
GAR,2,0,0,0,12,0,FALSE,0.0721040324815259
GAS,7,0,0,5,7,0,FALSE,0.122806306686478
GAabbreviate,2,0,0,0,12,0,FALSE,0.0721040324815259
GAparsimony,2,0,0,0,12,0,FALSE,0.0721040324815259
GB2,5,0,0,12,0,0,FALSE,0.0996073011649021
GB2group,4,0,0,0,12,0,FALSE,0.0895343702857667
GBJ,3,0,0,0,12,0,FALSE,0.0803891324736847
GCAI.bias,0,0,0,12,0,0,FALSE,0.0578513797619318
GCD,0,0,0,5,7,0,FALSE,0.0578513797619318
GCPM,2,0,0,2,10,0,FALSE,0.0721040324815259
GCalcium,2,0,0,0,12,0,FALSE,0.0721040324815259
GCalignR,5,0,0,0,12,0,FALSE,0.0996073011649021
GD,3,0,0,0,11,1,FALSE,0.0803891324736847
GDAdata,0,0,0,0,12,0,FALSE,0.0578513797619318
GDAtools,3,0,0,0,12,0,FALSE,0.0803891324736847
GDELTtools,2,0,0,12,0,0,FALSE,0.0721040324815259
GDINA,9,0,0,3,9,0,FALSE,0.15050530328391
GEEaSPU,2,0,0,2,10,0,FALSE,0.0721040324815259
GEEmediate,1,0,0,0,12,0,FALSE,0.0646128204107019
GENEAclassify,5,0,0,0,12,0,FALSE,0.0996073011649021
GENEAread,2,0,0,0,11,1,FALSE,0.0721040324815259
GENLIB,8,0,0,0,12,0,FALSE,0.136063049330599
GENMETA,3,0,0,0,12,0,FALSE,0.0803891324736847
GEOmap,4,0,0,0,12,0,FALSE,0.0895343702857667
GERGM,11,0,0,1,11,0,FALSE,0.183147410567722
GESE,1,0,0,0,12,0,FALSE,0.0646128204107019
GESTr,2,0,0,12,0,0,FALSE,0.0721040324815259
GEVStableGarch,7,0,0,12,0,0,FALSE,0.122806306686478
GEVcdn,1,0,0,0,12,0,FALSE,0.0646128204107019
GEint,7,0,0,0,12,0,FALSE,0.122806306686478
GExMap,2,0,0,12,0,0,FALSE,0.0721040324815259
GFA,0,0,0,0,12,0,FALSE,0.0578513797619318
GFD,5,0,0,0,10,2,FALSE,0.0996073011649021
GFE,3,0,0,2,10,0,FALSE,0.0803891324736847
GFGM.copula,3,0,0,0,12,0,FALSE,0.0803891324736847
GFORCE,2,0,0,2,7,3,FALSE,0.0721040324815259
GGEBiplotGUI,2,2,0,0,10,0,TRUE,0.0721040324815259
GGEBiplots,5,0,0,7,4,1,FALSE,0.0996073011649021
GGIR,2,0,0,0,12,0,FALSE,0.0721040324815259
GGMM,3,5,0,0,7,0,TRUE,0.0803891324736847
GGMridge,2,0,0,0,12,0,FALSE,0.0721040324815259
GGMselect,3,0,0,0,12,0,FALSE,0.0803891324736847
GGUM,5,0,0,0,12,0,FALSE,0.0996073011649021
GGally,7,0,0,0,10,2,FALSE,0.122806306686478
GHQp,1,0,0,12,0,0,FALSE,0.0646128204107019
GHS,1,0,0,0,12,0,FALSE,0.0646128204107019
GIGrvg,0,0,0,0,12,0,FALSE,0.0578513797619318
GISTools,5,0,0,12,0,0,FALSE,0.0996073011649021
GJRM,20,0,0,0,12,0,FALSE,0.392807799969933
GK2011,0,0,0,0,12,0,FALSE,0.0578513797619318
GLDEX,1,0,0,2,10,0,FALSE,0.0646128204107019
GLDreg,2,0,0,0,12,0,FALSE,0.0721040324815259
GLIDE,3,0,0,2,10,0,FALSE,0.0803891324736847
GLMMRR,2,0,0,0,12,0,FALSE,0.0721040324815259
GLMMadaptive,2,0,0,0,12,0,FALSE,0.0721040324815259
GLMaSPU,4,0,0,2,10,0,FALSE,0.0895343702857667
GLMsData,0,0,0,0,12,0,FALSE,0.0578513797619318
GLSE,3,0,0,0,12,0,FALSE,0.0803891324736847
GLSME,2,0,0,0,12,0,FALSE,0.0721040324815259
GMAC,0,0,0,0,12,0,FALSE,0.0578513797619318
GMCM,2,0,0,0,12,0,FALSE,0.0721040324815259
GMDH,1,0,0,0,12,0,FALSE,0.0646128204107019
GMDH2,8,0,0,0,12,0,FALSE,0.136063049330599
GMDHreg,0,0,0,0,12,0,FALSE,0.0578513797619318
GMMAT,5,3,0,3,6,0,TRUE,0.0996073011649021
GMMBoost,2,0,0,12,0,0,FALSE,0.0721040324815259
GMSE,3,5,0,0,7,0,TRUE,0.0803891324736847
GMSimpute,3,1,0,0,10,0,TRUE,0.0803891324736847
GNAR,2,0,0,0,12,0,FALSE,0.0721040324815259
GNE,4,0,0,0,12,0,FALSE,0.0895343702857667
GOGANPA,2,1,0,11,0,0,TRUE,0.0721040324815259
GORCure,4,0,0,0,12,0,FALSE,0.0895343702857667
GOplot,4,0,0,0,11,1,FALSE,0.0895343702857667
GPArotation,0,0,0,12,0,0,FALSE,0.0578513797619318
GPB,0,0,0,2,10,0,FALSE,0.0578513797619318
GPCMlasso,8,0,0,0,12,0,FALSE,0.136063049330599
GPCSIV,2,0,0,12,0,0,FALSE,0.0721040324815259
GPFDA,4,0,0,12,0,0,FALSE,0.0895343702857667
GPGame,8,0,0,0,12,0,FALSE,0.136063049330599
GPLTR,1,0,0,12,0,0,FALSE,0.0646128204107019
GPM,8,2,0,0,10,0,TRUE,0.136063049330599
GPRMortality,1,0,0,0,12,0,FALSE,0.0646128204107019
GPSCDF,5,0,0,0,12,0,FALSE,0.0996073011649021
GPareto,12,2,0,0,10,0,TRUE,0.201422189292113
GPfit,2,0,0,0,12,0,FALSE,0.0721040324815259
GPoM,2,0,0,5,5,2,FALSE,0.0721040324815259
GPrank,4,0,0,0,12,0,FALSE,0.0895343702857667
GPvam,3,0,0,0,12,0,FALSE,0.0803891324736847
GRANBase,10,0,0,0,12,0,FALSE,0.166185636270792
GRANCore,1,0,0,0,12,0,FALSE,0.0646128204107019
GRAPE,0,0,0,0,12,0,FALSE,0.0578513797619318
GRCdata,2,0,0,0,12,0,FALSE,0.0721040324815259
GREP2,14,4,0,0,8,0,TRUE,0.241961935065665
GROAN,2,0,0,0,12,0,FALSE,0.0721040324815259
GRS.test,0,0,0,0,12,0,FALSE,0.0578513797619318
GRTo,1,0,0,0,12,0,FALSE,0.0646128204107019
GSA,0,0,0,12,0,0,FALSE,0.0578513797619318
GSAQ,0,0,0,2,10,0,FALSE,0.0578513797619318
GSAfisherCombined,0,0,0,0,12,0,FALSE,0.0578513797619318
GSAgm,2,0,0,12,0,0,FALSE,0.0721040324815259
GSE,6,10,0,2,0,0,TRUE,0.110675716060278
GSED,3,0,0,0,12,0,FALSE,0.0803891324736847
GSIF,10,1,0,0,11,0,TRUE,0.166185636270792
GSM,1,0,0,0,12,0,FALSE,0.0646128204107019
GSMX,1,0,0,0,12,0,FALSE,0.0646128204107019
GSODR,9,0,0,0,12,0,FALSE,0.15050530328391
GSSE,2,0,0,0,12,0,FALSE,0.0721040324815259
GSparO,2,0,0,2,10,0,FALSE,0.0721040324815259
GUIDE,2,1,0,0,11,0,TRUE,0.0721040324815259
GUILDS,2,0,0,2,10,0,FALSE,0.0721040324815259
GUIProfiler,6,0,0,0,12,0,FALSE,0.110675716060278
GUIgems,7,1,0,4,7,0,TRUE,0.122806306686478
GUTS,1,0,0,0,12,0,FALSE,0.0646128204107019
GUniFrac,3,0,0,0,12,0,FALSE,0.0803891324736847
GVARX,7,0,0,5,7,0,FALSE,0.122806306686478
GWAF,3,0,0,12,0,0,FALSE,0.0803891324736847
GWASExactHW,0,0,0,2,10,0,FALSE,0.0578513797619318
GWASinlps,3,0,0,0,12,0,FALSE,0.0803891324736847
GWEX,10,0,0,2,9,1,FALSE,0.166185636270792
GWG,0,0,0,12,0,0,FALSE,0.0578513797619318
GWLelast,6,0,0,5,7,0,FALSE,0.110675716060278
GWRM,2,0,0,0,12,0,FALSE,0.0721040324815259
GWSDAT,19,0,0,0,11,1,FALSE,0.365107703239345
GWmodel,6,0,0,0,12,0,FALSE,0.110675716060278
GWsignif,0,0,0,0,12,0,FALSE,0.0578513797619318
GaDiFPT,0,0,0,12,0,0,FALSE,0.0578513797619318
GameTheory,5,0,0,0,12,0,FALSE,0.0996073011649021
GameTheoryAllocation,2,0,0,0,12,0,FALSE,0.0721040324815259
GauPro,3,0,0,1,11,0,FALSE,0.0803891324736847
GaussianHMM1d,2,0,0,0,12,0,FALSE,0.0721040324815259
GeDS,3,0,0,0,12,0,FALSE,0.0803891324736847
GeNetIt,6,0,0,0,12,0,FALSE,0.110675716060278
GenAlgo,3,0,0,5,7,0,FALSE,0.0803891324736847
GenBinomApps,0,0,0,12,0,0,FALSE,0.0578513797619318
GenEst,14,1,0,0,10,0,TRUE,0.241961935065665
GenForImp,2,0,0,12,0,0,FALSE,0.0721040324815259
GenKern,1,0,0,12,0,0,FALSE,0.0646128204107019
GenOrd,3,0,0,0,12,0,FALSE,0.0803891324736847
GenSA,0,0,0,0,12,0,FALSE,0.0578513797619318
GenWin,1,0,0,12,0,0,FALSE,0.0646128204107019
GeneClusterNet,3,0,0,0,12,0,FALSE,0.0803891324736847
GeneCycle,3,0,0,12,0,0,FALSE,0.0803891324736847
GeneF,0,0,0,12,0,0,FALSE,0.0578513797619318
GeneNet,3,0,0,1,11,0,FALSE,0.0803891324736847
GeneralOaxaca,1,0,0,0,12,0,FALSE,0.0646128204107019
GeneralizedHyperbolic,2,0,0,0,12,0,FALSE,0.0721040324815259
GeneralizedUmatrix,2,0,0,0,10,2,FALSE,0.0721040324815259
GeneticSubsetter,0,0,0,0,12,0,FALSE,0.0578513797619318
GenoScan,5,0,0,0,12,0,FALSE,0.0996073011649021
GenomicMating,10,0,0,5,7,0,FALSE,0.166185636270792
GenomicTools,7,0,0,0,12,0,FALSE,0.122806306686478
GenomicTools.fileHandler,2,0,0,0,12,0,FALSE,0.0721040324815259
GeoBoxplot,0,0,0,0,12,0,FALSE,0.0578513797619318
GeoDE,2,0,0,12,0,0,FALSE,0.0721040324815259
GeoGenetix,1,0,0,12,0,0,FALSE,0.0646128204107019
GeoLight,4,0,0,0,12,0,FALSE,0.0895343702857667
GeoMongo,4,0,0,0,12,0,FALSE,0.0895343702857667
GeoRange,5,0,0,5,7,0,FALSE,0.0996073011649021
GeomComb,6,0,0,0,12,0,FALSE,0.110675716060278
GerminaR,13,0,0,5,7,0,FALSE,0.221027051483318
GetDFPData,9,0,0,0,12,0,FALSE,0.15050530328391
GetHFData,6,0,0,0,12,0,FALSE,0.110675716060278
GetLattesData,6,0,0,0,12,0,FALSE,0.110675716060278
GetR,1,0,0,12,0,0,FALSE,0.0646128204107019
GetTDData,8,0,0,0,12,0,FALSE,0.136063049330599
GetoptLong,2,0,0,0,12,0,FALSE,0.0721040324815259
GiNA,4,0,0,0,12,0,FALSE,0.0895343702857667
GiRaF,1,0,0,6,5,1,FALSE,0.0646128204107019
GibbsACOV,1,0,0,12,0,0,FALSE,0.0646128204107019
Gifi,1,0,0,0,12,0,FALSE,0.0646128204107019
GillespieSSA,0,0,0,12,0,0,FALSE,0.0578513797619318
GiniWegNeg,0,0,0,0,12,0,FALSE,0.0578513797619318
GlobalDeviance,1,0,0,12,0,0,FALSE,0.0646128204107019
GlobalFit,1,0,0,8,4,0,FALSE,0.0646128204107019
GlobalOptions,0,0,0,0,12,0,FALSE,0.0578513797619318
GmAMisc,26,0,0,5,6,1,FALSE,0.5673146474453
Gmedian,3,0,0,0,12,0,FALSE,0.0803891324736847
Gmisc,12,0,0,0,12,0,FALSE,0.201422189292113
GoFKernel,1,0,0,0,12,0,FALSE,0.0646128204107019
GofKmt,1,0,0,0,12,0,FALSE,0.0646128204107019
GoodmanKruskal,2,0,0,0,12,0,FALSE,0.0721040324815259
GoogleKnowledgeGraphR,2,0,0,0,12,0,FALSE,0.0721040324815259
GpGp,2,0,0,0,12,0,FALSE,0.0721040324815259
Grace,3,0,0,0,12,0,FALSE,0.0803891324736847
GrammR,8,2,0,2,8,0,TRUE,0.136063049330599
GraphFactor,1,0,0,0,12,0,FALSE,0.0646128204107019
GraphPCA,4,0,0,0,12,0,FALSE,0.0895343702857667
GrapheR,0,0,0,0,11,1,FALSE,0.0578513797619318
GrassmannOptim,1,0,0,12,0,0,FALSE,0.0646128204107019
GreedyEPL,1,0,0,0,12,0,FALSE,0.0646128204107019
GreedyExperimentalDesign,2,0,0,0,12,0,FALSE,0.0721040324815259
GreedyExperimentalDesignJARs,1,0,0,0,12,0,FALSE,0.0646128204107019
GreedySBTM,1,0,0,0,12,0,FALSE,0.0646128204107019
Greg,11,0,0,0,12,0,FALSE,0.183147410567722
GriegSmith,1,0,0,12,0,0,FALSE,0.0646128204107019
GrimR,1,0,0,0,12,0,FALSE,0.0646128204107019
GroupComparisons,1,0,0,0,12,0,FALSE,0.0646128204107019
GroupSeq,0,0,0,0,12,0,FALSE,0.0578513797619318
GroupTest,0,0,0,0,12,0,FALSE,0.0578513797619318
GrpString,3,0,0,5,7,0,FALSE,0.0803891324736847
GsymPoint,3,0,0,0,12,0,FALSE,0.0803891324736847
GuardianR,2,0,0,0,12,0,FALSE,0.0721040324815259
Guerry,0,0,0,0,12,0,FALSE,0.0578513797619318
GxM,3,0,0,12,0,0,FALSE,0.0803891324736847
HAC,2,1,0,0,11,0,TRUE,0.0721040324815259
HAP.ROR,2,0,0,12,0,0,FALSE,0.0721040324815259
HAPim,0,0,0,12,0,0,FALSE,0.0578513797619318
HARModel,4,0,0,0,9,3,FALSE,0.0895343702857667
HARtools,5,0,0,0,9,3,FALSE,0.0996073011649021
HBSTM,3,0,0,12,0,0,FALSE,0.0803891324736847
HBglm,4,0,0,0,12,0,FALSE,0.0895343702857667
HCR,1,0,0,0,12,0,FALSE,0.0646128204107019
HCT,1,0,0,7,5,0,FALSE,0.0646128204107019
HCmodelSets,3,0,0,0,12,0,FALSE,0.0803891324736847
HDCI,8,0,0,0,12,0,FALSE,0.136063049330599
HDDesign,0,0,0,0,12,0,FALSE,0.0578513797619318
HDGLM,0,0,0,2,10,0,FALSE,0.0578513797619318
HDInterval,0,0,0,0,12,0,FALSE,0.0578513797619318
HDMD,2,0,0,12,0,0,FALSE,0.0721040324815259
HDPenReg,2,0,0,6,6,0,FALSE,0.0721040324815259
HDclassif,2,0,0,0,12,0,FALSE,0.0721040324815259
HDclust,2,0,0,0,11,1,FALSE,0.0721040324815259
HDcpDetect,0,0,0,0,12,0,FALSE,0.0578513797619318
HDoutliers,3,0,0,0,12,0,FALSE,0.0803891324736847
HDtest,8,0,0,0,12,0,FALSE,0.136063049330599
HDtweedie,0,0,0,12,0,0,FALSE,0.0578513797619318
HEMDAG,8,0,0,0,11,1,FALSE,0.136063049330599
HGNChelper,0,1,0,0,11,0,TRUE,0.0578513797619318
HGSL,0,1,0,0,10,0,TRUE,0.0578513797619318
HH,13,0,0,0,12,0,FALSE,0.221027051483318
HHG,1,0,0,0,12,0,FALSE,0.0646128204107019
HI,0,0,0,12,0,0,FALSE,0.0578513797619318
HIMA,4,0,0,0,12,0,FALSE,0.0895343702857667
HIV.LifeTables,0,0,0,12,0,0,FALSE,0.0578513797619318
HIest,1,0,0,12,0,0,FALSE,0.0646128204107019
HK80,0,0,0,0,12,0,FALSE,0.0578513797619318
HKprocess,2,0,0,7,5,0,FALSE,0.0721040324815259
HLMdiag,7,0,0,2,10,0,FALSE,0.122806306686478
HLSM,3,0,0,0,12,0,FALSE,0.0803891324736847
HMB,1,1,0,4,5,1,TRUE,0.0646128204107019
HMDHFDplus,3,0,0,0,12,0,FALSE,0.0803891324736847
HMM,0,0,0,12,0,0,FALSE,0.0578513797619318
HMMCont,0,0,0,12,0,0,FALSE,0.0578513797619318
HMMEsolver,2,0,0,0,12,0,FALSE,0.0721040324815259
HMMcopula,5,0,0,0,12,0,FALSE,0.0996073011649021
HMMextra0s,2,0,0,0,12,0,FALSE,0.0721040324815259
HMMmlselect,5,2,0,0,8,2,TRUE,0.0996073011649021
HMMpa,0,0,0,0,12,0,FALSE,0.0578513797619318
HMP,10,0,0,0,12,0,FALSE,0.166185636270792
HMPTrees,5,0,0,0,12,0,FALSE,0.0996073011649021
HMR,0,0,0,0,12,0,FALSE,0.0578513797619318
HMVD,1,0,0,0,12,0,FALSE,0.0646128204107019
HPbayes,5,0,0,12,0,0,FALSE,0.0996073011649021
HRM,11,0,0,2,10,0,FALSE,0.183147410567722
HRQoL,7,0,0,0,12,0,FALSE,0.122806306686478
HRW,1,0,0,7,5,0,FALSE,0.0646128204107019
HSAR,2,0,0,2,8,2,FALSE,0.0721040324815259
HSAUR,0,0,0,1,11,0,FALSE,0.0578513797619318
HSAUR2,0,0,0,1,11,0,FALSE,0.0578513797619318
HSAUR3,0,0,0,2,10,0,FALSE,0.0578513797619318
HSDiC,4,1,0,0,10,0,TRUE,0.0895343702857667
HSSVD,1,0,0,12,0,0,FALSE,0.0646128204107019
HTMLUtils,1,0,0,12,0,0,FALSE,0.0646128204107019
HTSCluster,3,0,0,2,10,0,FALSE,0.0803891324736847
HTSSIP,13,1,0,4,6,1,TRUE,0.221027051483318
HUM,3,0,0,12,0,0,FALSE,0.0803891324736847
HURDAT,8,0,0,0,12,0,FALSE,0.136063049330599
HW.pval,0,0,0,12,0,0,FALSE,0.0578513797619318
HWEBayes,2,0,0,12,0,0,FALSE,0.0721040324815259
HWEintrinsic,0,0,0,0,12,0,FALSE,0.0578513797619318
HWxtest,0,0,0,2,10,0,FALSE,0.0578513797619318
HYRISK,6,0,0,0,12,0,FALSE,0.110675716060278
HadoopStreaming,1,1,0,11,0,0,TRUE,0.0646128204107019
HandTill2001,0,0,0,0,12,0,FALSE,0.0578513797619318
HapEstXXR,1,0,0,12,0,0,FALSE,0.0646128204107019
Hapi,2,0,0,0,12,0,FALSE,0.0721040324815259
Haplin,6,0,0,2,10,0,FALSE,0.110675716060278
HaploSim,0,0,0,12,0,0,FALSE,0.0578513797619318
HardyWeinberg,3,0,0,0,12,0,FALSE,0.0803891324736847
HarmonicRegression,0,0,0,12,0,0,FALSE,0.0578513797619318
Harvest.Tree,1,0,0,0,12,0,FALSE,0.0646128204107019
HellCor,1,0,0,0,12,0,FALSE,0.0646128204107019
HelpersMG,2,0,0,0,11,1,FALSE,0.0721040324815259
HeritSeq,7,0,0,11,1,0,FALSE,0.122806306686478
HextractoR,3,0,0,0,12,0,FALSE,0.0803891324736847
HiCblock,9,1,0,1,10,0,TRUE,0.15050530328391
HiCfeat,6,1,0,0,11,0,TRUE,0.110675716060278
HiCglmi,9,1,0,1,10,0,TRUE,0.15050530328391
HiClimR,1,0,0,0,12,0,FALSE,0.0646128204107019
HiCseg,0,0,0,3,9,0,FALSE,0.0578513797619318
HiDimDA,0,0,0,2,10,0,FALSE,0.0578513797619318
HiLMM,0,0,0,12,0,0,FALSE,0.0578513797619318
HiResTEC,7,3,0,0,9,0,TRUE,0.122806306686478
