family	father	mother	gender	height	kids	male	female
"107"	69.0	66.0	"F"	65.5	9	0.0	1.0
"107"	69.0	66.0	"F"	65.5	9	0.0	1.0
"107"	69.0	66.0	"F"	65.0	9	0.0	1.0
"107"	69.0	66.0	"F"	64.0	9	0.0	1.0
"108"	69.0	65.0	"M"	70.0	7	1.0	0.0
"108"	69.0	65.0	"M"	68.5	7	1.0	0.0
"108"	69.0	65.0	"M"	67.0	7	1.0	0.0
"108"	69.0	65.0	"F"	65.0	7	0.0	1.0
"108"	69.0	65.0	"F"	64.0	7	0.0	1.0
"108"	69.0	65.0	"F"	63.5	7	0.0	1.0
"108"	69.0	65.0	"F"	61.0	7	0.0	1.0
"109"	69.5	64.5	"M"	69.7	7	1.0	0.0
"109"	69.5	64.5	"M"	68.0	7	1.0	0.0
"109"	69.5	64.5	"M"	60.0	7	1.0	0.0
"109"	69.5	64.5	"F"	65.2	7	0.0	1.0
"109"	69.5	64.5	"F"	64.5	7	0.0	1.0
"109"	69.5	64.5	"F"	63.7	7	0.0	1.0
"109"	69.5	64.5	"F"	60.0	7	0.0	1.0
"110"	69.2	64.0	"M"	71.7	4	1.0	0.0
"110"	69.2	64.0	"M"	66.5	4	1.0	0.0
"110"	69.2	64.0	"F"	65.0	4	0.0	1.0
"110"	69.2	64.0	"F"	63.5	4	0.0	1.0
"112"	69.0	63.0	"M"	69.0	3	1.0	0.0
"112"	69.0	63.0	"F"	67.5	3	0.0	1.0
"112"	69.0	63.0	"F"	63.5	3	0.0	1.0
"113"	69.0	63.0	"M"	72.0	1	1.0	0.0
"114"	69.0	63.0	"M"	73.0	6	1.0	0.0
"114"	69.0	63.0	"M"	70.0	6	1.0	0.0
"114"	69.0	63.0	"M"	70.0	6	1.0	0.0
"114"	69.0	63.0	"M"	64.0	6	1.0	0.0
"114"	69.0	63.0	"F"	66.0	6	0.0	1.0
"114"	69.0	63.0	"F"	62.0	6	0.0	1.0
"115"	69.0	63.5	"M"	70.5	7	1.0	0.0
"115"	69.0	63.5	"M"	67.0	7	1.0	0.0
"115"	69.0	63.5	"M"	66.0	7	1.0	0.0
"115"	69.0	63.5	"F"	65.0	7	0.0	1.0
"115"	69.0	63.5	"F"	63.0	7	0.0	1.0
"115"	69.0	63.5	"F"	62.0	7	0.0	1.0
"115"	69.0	63.5	"F"	61.0	7	0.0	1.0
"116"	69.0	63.5	"M"	70.5	3	1.0	0.0
"116"	69.0	63.5	"F"	63.7	3	0.0	1.0
"116"	69.0	63.5	"F"	63.0	3	0.0	1.0
"117"	69.7	62.0	"F"	62.5	1	0.0	1.0
"118"	69.5	62.0	"M"	73.0	3	1.0	0.0
"118"	69.5	62.0	"M"	72.0	3	1.0	0.0
"118"	69.5	62.0	"M"	69.0	3	1.0	0.0
"119"	69.0	62.0	"M"	73.0	5	1.0	0.0
"119"	69.0	62.0	"M"	71.0	5	1.0	0.0
"119"	69.0	62.0	"M"	71.0	5	1.0	0.0
"119"	69.0	62.0	"M"	69.0	5	1.0	0.0
"119"	69.0	62.0	"F"	63.0	5	0.0	1.0
"121"	69.0	62.5	"M"	71.0	8	1.0	0.0
"121"	69.0	62.5	"M"	70.0	8	1.0	0.0
"121"	69.0	62.5	"M"	70.0	8	1.0	0.0
"121"	69.0	62.5	"M"	69.0	8	1.0	0.0
"121"	69.0	62.5	"F"	63.5	8	0.0	1.0
"121"	69.0	62.5	"F"	62.5	8	0.0	1.0
"121"	69.0	62.5	"F"	62.5	8	0.0	1.0
"121"	69.0	62.5	"F"	62.0	8	0.0	1.0
"122"	69.0	62.0	"M"	72.0	4	1.0	0.0
"122"	69.0	62.0	"M"	68.0	4	1.0	0.0
"122"	69.0	62.0	"F"	66.0	4	0.0	1.0
"122"	69.0	62.0	"F"	66.0	4	0.0	1.0
"123"	69.5	61.0	"M"	70.0	5	1.0	0.0
"123"	69.5	61.0	"M"	69.5	5	1.0	0.0
"123"	69.5	61.0	"M"	69.0	5	1.0	0.0
"123"	69.5	61.0	"F"	63.0	5	0.0	1.0
"123"	69.5	61.0	"F"	62.0	5	0.0	1.0
"124"	69.0	61.0	"M"	68.0	9	1.0	0.0
"124"	69.0	61.0	"M"	68.0	9	1.0	0.0
"124"	69.0	61.0	"M"	67.5	9	1.0	0.0
"124"	69.0	61.0	"M"	64.0	9	1.0	0.0
"124"	69.0	61.0	"M"	63.0	9	1.0	0.0
"124"	69.0	61.0	"M"	63.0	9	1.0	0.0
"124"	69.0	61.0	"F"	63.5	9	0.0	1.0
"124"	69.0	61.0	"F"	62.0	9	0.0	1.0
"124"	69.0	61.0	"F"	62.0	9	0.0	1.0
"125"	69.0	60.0	"M"	70.5	3	1.0	0.0
"125"	69.0	60.0	"F"	68.0	3	0.0	1.0
"125"	69.0	60.0	"F"	62.5	3	0.0	1.0
"126"	69.0	60.0	"M"	69.0	4	1.0	0.0
"126"	69.0	60.0	"M"	66.0	4	1.0	0.0
"126"	69.0	60.0	"F"	61.7	4	0.0	1.0
"126"	69.0	60.0	"F"	60.5	4	0.0	1.0
"127"	69.0	60.5	"M"	69.5	1	1.0	0.0
"128"	68.7	70.5	"M"	71.0	2	1.0	0.0
"128"	68.7	70.5	"F"	61.7	2	0.0	1.0
"129"	68.5	67.0	"M"	73.0	3	1.0	0.0
"129"	68.5	67.0	"M"	71.0	3	1.0	0.0
"129"	68.5	67.0	"F"	67.0	3	0.0	1.0
"130"	68.5	66.5	"M"	70.0	11	1.0	0.0
"130"	68.5	66.5	"M"	69.0	11	1.0	0.0
"130"	68.5	66.5	"M"	69.0	11	1.0	0.0
"130"	68.5	66.5	"M"	68.7	11	1.0	0.0
"130"	68.5	66.5	"M"	68.5	11	1.0	0.0
"130"	68.5	66.5	"M"	68.5	11	1.0	0.0
"130"	68.5	66.5	"M"	68.0	11	1.0	0.0
"130"	68.5	66.5	"M"	68.0	11	1.0	0.0
"130"	68.5	66.5	"M"	68.0	11	1.0	0.0
"130"	68.5	66.5	"F"	63.2	11	0.0	1.0
"131"	68.0	65.0	"M"	67.5	2	1.0	0.0
"131"	68.0	65.0	"M"	66.0	2	1.0	0.0
"132"	68.0	65.5	"M"	66.0	2	1.0	0.0
"132"	68.0	65.5	"F"	64.0	2	0.0	1.0
"133"	68.0	65.5	"M"	71.7	7	1.0	0.0
"133"	68.0	65.5	"M"	71.5	7	1.0	0.0
"133"	68.0	65.5	"M"	70.7	7	1.0	0.0
"133"	68.0	65.5	"M"	65.5	7	1.0	0.0
"133"	68.0	65.5	"F"	66.5	7	0.0	1.0
"133"	68.0	65.5	"F"	65.2	7	0.0	1.0
"133"	68.0	65.5	"F"	61.5	7	0.0	1.0
"134"	68.0	65.0	"M"	72.0	4	1.0	0.0
"134"	68.0	65.0	"M"	72.0	4	1.0	0.0
"134"	68.0	65.0	"F"	68.0	4	0.0	1.0
"134"	68.0	65.0	"F"	66.0	4	0.0	1.0
"135"	68.5	65.0	"M"	69.2	8	1.0	0.0
"135"	68.5	65.0	"M"	68.0	8	1.0	0.0
"135"	68.5	65.0	"M"	66.0	8	1.0	0.0
"135"	68.5	65.0	"M"	66.0	8	1.0	0.0
"135"	68.5	65.0	"F"	62.0	8	0.0	1.0
"135"	68.5	65.0	"F"	61.5	8	0.0	1.0
"135"	68.5	65.0	"F"	61.0	8	0.0	1.0
"135"	68.5	65.0	"F"	60.0	8	0.0	1.0
"136"	68.0	64.0	"M"	71.0	10	1.0	0.0
"136"	68.0	64.0	"M"	68.0	10	1.0	0.0
"136"	68.0	64.0	"M"	68.0	10	1.0	0.0
"136"	68.0	64.0	"M"	67.0	10	1.0	0.0
"136"	68.0	64.0	"F"	65.0	10	0.0	1.0
"136"	68.0	64.0	"F"	64.0	10	0.0	1.0
"136"	68.0	64.0	"F"	63.0	10	0.0	1.0
"136"	68.0	64.0	"F"	63.0	10	0.0	1.0
"136"	68.0	64.0	"F"	62.0	10	0.0	1.0
"136"	68.0	64.0	"F"	61.0	10	0.0	1.0
"137"	68.0	64.0	"M"	66.0	4	1.0	0.0
"137"	68.0	64.0	"M"	63.0	4	1.0	0.0
"137"	68.0	64.0	"F"	65.5	4	0.0	1.0
"137"	68.0	64.0	"F"	62.0	4	0.0	1.0
"138"	68.0	64.0	"M"	71.2	5	1.0	0.0
"138"	68.0	64.0	"M"	71.2	5	1.0	0.0
"138"	68.0	64.0	"M"	69.0	5	1.0	0.0
"138"	68.0	64.0	"M"	68.5	5	1.0	0.0
"138"	68.0	64.0	"F"	62.5	5	0.0	1.0
"139"	68.0	64.5	"F"	62.0	1	0.0	1.0
"140"	68.0	64.0	"M"	69.0	10	1.0	0.0
"140"	68.0	64.0	"M"	67.0	10	1.0	0.0
"140"	68.0	64.0	"M"	66.0	10	1.0	0.0
"140"	68.0	64.0	"F"	66.0	10	0.0	1.0
"140"	68.0	64.0	"F"	66.0	10	0.0	1.0
"140"	68.0	64.0	"F"	65.0	10	0.0	1.0
"140"	68.0	64.0	"F"	65.0	10	0.0	1.0
"140"	68.0	64.0	"F"	65.0	10	0.0	1.0
"140"	68.0	64.0	"F"	64.0	10	0.0	1.0
"140"	68.0	64.0	"F"	63.0	10	0.0	1.0
"141"	68.0	63.0	"M"	70.5	8	1.0	0.0
"141"	68.0	63.0	"M"	70.0	8	1.0	0.0
"141"	68.0	63.0	"M"	68.0	8	1.0	0.0
"141"	68.0	63.0	"M"	66.0	8	1.0	0.0
"141"	68.0	63.0	"M"	66.0	8	1.0	0.0
"141"	68.0	63.0	"F"	66.0	8	0.0	1.0
"141"	68.0	63.0	"F"	62.0	8	0.0	1.0
"141"	68.0	63.0	"F"	61.5	8	0.0	1.0
"142"	68.5	63.5	"M"	73.5	4	1.0	0.0
"142"	68.5	63.5	"M"	70.0	4	1.0	0.0
"142"	68.5	63.5	"M"	69.5	4	1.0	0.0
"142"	68.5	63.5	"F"	65.5	4	0.0	1.0
"143"	68.0	63.0	"M"	67.0	1	1.0	0.0
"144"	68.0	63.0	"M"	70.0	4	1.0	0.0
"144"	68.0	63.0	"M"	68.0	4	1.0	0.0
"144"	68.0	63.0	"F"	64.5	4	0.0	1.0
"144"	68.0	63.0	"F"	64.0	4	0.0	1.0
"145"	68.0	63.0	"M"	71.0	8	1.0	0.0
"145"	68.0	63.0	"M"	68.0	8	1.0	0.0
"145"	68.0	63.0	"M"	66.0	8	1.0	0.0
"145"	68.0	63.0	"M"	65.5	8	1.0	0.0
"145"	68.0	63.0	"M"	65.0	8	1.0	0.0
"145"	68.0	63.0	"F"	63.0	8	0.0	1.0
"145"	68.0	63.0	"F"	62.0	8	0.0	1.0
"145"	68.0	63.0	"F"	62.0	8	0.0	1.0
"146"	68.0	63.0	"M"	67.0	6	1.0	0.0
"146"	68.0	63.0	"M"	67.0	6	1.0	0.0
"146"	68.0	63.0	"M"	66.0	6	1.0	0.0
"146"	68.0	63.0	"F"	64.0	6	0.0	1.0
"146"	68.0	63.0	"F"	63.5	6	0.0	1.0
"146"	68.0	63.0	"F"	61.0	6	0.0	1.0
"147"	68.5	63.5	"M"	68.2	1	1.0	0.0
"148"	68.0	63.0	"M"	70.0	1	1.0	0.0
"149"	68.2	63.5	"M"	70.0	5	1.0	0.0
"149"	68.2	63.5	"M"	69.0	5	1.0	0.0
"149"	68.2	63.5	"M"	67.0	5	1.0	0.0
"149"	68.2	63.5	"M"	65.5	5	1.0	0.0
"149"	68.2	63.5	"F"	64.5	5	0.0	1.0
"150"	68.0	62.5	"M"	68.5	1	1.0	0.0
"151"	68.7	62.0	"M"	67.7	2	1.0	0.0
"151"	68.7	62.0	"F"	61.7	2	0.0	1.0
"152"	68.0	62.5	"M"	66.5	1	1.0	0.0
"153"	68.0	61.0	"M"	68.5	5	1.0	0.0
"153"	68.0	61.0	"M"	68.0	5	1.0	0.0
"153"	68.0	61.0	"M"	64.0	5	1.0	0.0
"153"	68.0	61.0	"F"	63.5	5	0.0	1.0
"153"	68.0	61.0	"F"	63.0	5	0.0	1.0
"154"	68.0	60.2	"M"	66.7	1	1.0	0.0
"155"	68.0	60.0	"M"	64.0	7	1.0	0.0
"155"	68.0	60.0	"F"	61.0	7	0.0	1.0
"155"	68.0	60.0	"F"	61.0	7	0.0	1.0
"155"	68.0	60.0	"F"	60.0	7	0.0	1.0
"155"	68.0	60.0	"F"	60.0	7	0.0	1.0
"155"	68.0	60.0	"F"	60.0	7	0.0	1.0
"155"	68.0	60.0	"F"	56.0	7	0.0	1.0
"156"	68.0	60.0	"M"	67.5	4	1.0	0.0
"156"	68.0	60.0	"M"	67.0	4	1.0	0.0
"156"	68.0	60.0	"M"	66.5	4	1.0	0.0
"156"	68.0	60.0	"F"	60.0	4	0.0	1.0
"157"	68.5	59.0	"M"	69.0	1	1.0	0.0
"158"	68.0	59.0	"M"	68.0	10	1.0	0.0
"158"	68.0	59.0	"M"	65.0	10	1.0	0.0
"158"	68.0	59.0	"M"	64.7	10	1.0	0.0
"158"	68.0	59.0	"M"	64.0	10	1.0	0.0
"158"	68.0	59.0	"M"	64.0	10	1.0	0.0
"158"	68.0	59.0	"M"	63.0	10	1.0	0.0
"158"	68.0	59.0	"F"	65.0	10	0.0	1.0
"158"	68.0	59.0	"F"	65.0	10	0.0	1.0
"158"	68.0	59.0	"F"	62.0	10	0.0	1.0
"158"	68.0	59.0	"F"	61.0	10	0.0	1.0
"159"	67.0	66.2	"M"	72.7	5	1.0	0.0
"159"	67.0	66.2	"M"	72.7	5	1.0	0.0
"159"	67.0	66.2	"M"	71.5	5	1.0	0.0
"159"	67.0	66.2	"F"	65.5	5	0.0	1.0
"159"	67.0	66.2	"F"	63.5	5	0.0	1.0
"160"	67.0	66.5	"M"	71.0	1	1.0	0.0
"162"	67.0	65.0	"M"	69.7	6	1.0	0.0
"162"	67.0	65.0	"M"	67.5	6	1.0	0.0
"162"	67.0	65.0	"F"	65.5	6	0.0	1.0
"162"	67.0	65.0	"F"	65.0	6	0.0	1.0
"162"	67.0	65.0	"F"	64.5	6	0.0	1.0
"162"	67.0	65.0	"F"	63.5	6	0.0	1.0
"163"	67.0	65.5	"M"	70.0	5	1.0	0.0
"163"	67.0	65.5	"M"	69.0	5	1.0	0.0
"163"	67.0	65.5	"F"	65.5	5	0.0	1.0
"163"	67.0	65.5	"F"	65.5	5	0.0	1.0
"163"	67.0	65.5	"F"	63.0	5	0.0	1.0
"164"	67.0	65.5	"M"	70.0	4	1.0	0.0
"164"	67.0	65.5	"M"	67.7	4	1.0	0.0
"164"	67.0	65.5	"F"	63.0	4	0.0	1.0
"164"	67.0	65.5	"F"	60.0	4	0.0	1.0
"165"	67.0	65.0	"M"	65.0	3	1.0	0.0
"165"	67.0	65.0	"F"	62.0	3	0.0	1.0
"165"	67.0	65.0	"F"	62.0	3	0.0	1.0
"166"	67.5	65.0	"M"	71.0	11	1.0	0.0
"166"	67.5	65.0	"M"	69.0	11	1.0	0.0
"166"	67.5	65.0	"F"	64.0	11	0.0	1.0
"166"	67.5	65.0	"F"	64.0	11	0.0	1.0
"166"	67.5	65.0	"F"	63.0	11	0.0	1.0
"166"	67.5	65.0	"F"	63.0	11	0.0	1.0
"166"	67.5	65.0	"F"	63.0	11	0.0	1.0
"166"	67.5	65.0	"F"	63.0	11	0.0	1.0
"166"	67.5	65.0	"F"	63.0	11	0.0	1.0
"166"	67.5	65.0	"F"	62.5	11	0.0	1.0
"166"	67.5	65.0	"F"	62.0	11	0.0	1.0
"167"	67.0	64.0	"M"	71.5	4	1.0	0.0
"167"	67.0	64.0	"M"	70.0	4	1.0	0.0
"167"	67.0	64.0	"M"	67.0	4	1.0	0.0
"167"	67.0	64.0	"M"	67.0	4	1.0	0.0
"168"	67.0	63.5	"M"	71.0	8	1.0	0.0
"168"	67.0	63.5	"M"	70.2	8	1.0	0.0
"168"	67.0	63.5	"M"	69.2	8	1.0	0.0
"168"	67.0	63.5	"M"	68.5	8	1.0	0.0
"168"	67.0	63.5	"M"	68.0	8	1.0	0.0
"168"	67.0	63.5	"M"	67.0	8	1.0	0.0
"168"	67.0	63.5	"M"	65.5	8	1.0	0.0
"168"	67.0	63.5	"F"	63.5	8	0.0	1.0
"169"	67.0	63.0	"M"	69.0	3	1.0	0.0
"169"	67.0	63.0	"M"	68.0	3	1.0	0.0
"169"	67.0	63.0	"F"	63.0	3	0.0	1.0
"170"	67.5	62.0	"M"	70.0	5	1.0	0.0
"170"	67.5	62.0	"M"	69.5	5	1.0	0.0
"170"	67.5	62.0	"M"	69.0	5	1.0	0.0
"170"	67.5	62.0	"M"	68.5	5	1.0	0.0
"170"	67.5	62.0	"F"	66.0	5	0.0	1.0
"171"	67.0	61.0	"M"	67.0	1	1.0	0.0
"172"	66.0	67.0	"M"	70.5	8	1.0	0.0
"172"	66.0	67.0	"M"	70.5	8	1.0	0.0
"172"	66.0	67.0	"M"	67.0	8	1.0	0.0
"172"	66.0	67.0	"M"	66.0	8	1.0	0.0
"172"	66.0	67.0	"M"	66.0	8	1.0	0.0
"172"	66.0	67.0	"F"	62.0	8	0.0	1.0
"172"	66.0	67.0	"F"	62.0	8	0.0	1.0
"172"	66.0	67.0	"F"	61.5	8	0.0	1.0
"173"	66.0	67.0	"M"	72.0	9	1.0	0.0
"173"	66.0	67.0	"M"	65.0	9	1.0	0.0
"173"	66.0	67.0	"M"	65.0	9	1.0	0.0
"173"	66.0	67.0	"F"	67.0	9	0.0	1.0
"173"	66.0	67.0	"F"	64.0	9	0.0	1.0
"173"	66.0	67.0	"F"	64.0	9	0.0	1.0
"173"	66.0	67.0	"F"	62.0	9	0.0	1.0
"173"	66.0	67.0	"F"	60.0	9	0.0	1.0
"173"	66.0	67.0	"F"	60.0	9	0.0	1.0
"174"	66.0	66.0	"M"	66.0	5	1.0	0.0
"174"	66.0	66.0	"M"	65.0	5	1.0	0.0
"174"	66.0	66.0	"F"	67.0	5	0.0	1.0
"174"	66.0	66.0	"F"	66.5	5	0.0	1.0
"174"	66.0	66.0	"F"	65.5	5	0.0	1.0
"175"	66.0	66.0	"M"	72.0	6	1.0	0.0
"175"	66.0	66.0	"M"	68.0	6	1.0	0.0
"175"	66.0	66.0	"F"	66.0	6	0.0	1.0
"175"	66.0	66.0	"F"	65.0	6	0.0	1.0
"175"	66.0	66.0	"F"	62.0	6	0.0	1.0
"175"	66.0	66.0	"F"	61.0	6	0.0	1.0
"176"	66.5	65.0	"M"	68.7	8	1.0	0.0
"176"	66.5	65.0	"M"	68.5	8	1.0	0.0
"176"	66.5	65.0	"M"	66.5	8	1.0	0.0
"176"	66.5	65.0	"M"	64.5	8	1.0	0.0
"176"	66.5	65.0	"F"	62.5	8	0.0	1.0
"176"	66.5	65.0	"F"	60.5	8	0.0	1.0
"176"	66.5	65.0	"F"	60.5	8	0.0	1.0
"176"	66.5	65.0	"F"	57.5	8	0.0	1.0
"177"	66.0	65.5	"M"	72.0	5	1.0	0.0
"177"	66.0	65.5	"M"	71.0	5	1.0	0.0
"177"	66.0	65.5	"M"	67.0	5	1.0	0.0
"177"	66.0	65.5	"F"	66.0	5	0.0	1.0
"177"	66.0	65.5	"F"	65.0	5	0.0	1.0
"178"	66.0	63.0	"M"	70.0	1	1.0	0.0
"179"	66.0	63.5	"F"	64.5	2	0.0	1.0
"179"	66.0	63.5	"F"	62.0	2	0.0	1.0
"180"	66.5	63.0	"M"	67.2	6	1.0	0.0
"180"	66.5	63.0	"M"	67.0	6	1.0	0.0
"180"	66.5	63.0	"M"	65.0	6	1.0	0.0
"180"	66.5	63.0	"F"	65.0	6	0.0	1.0
"180"	66.5	63.0	"F"	65.0	6	0.0	1.0
"180"	66.5	63.0	"F"	63.0	6	0.0	1.0
"181"	66.5	62.5	"M"	70.0	7	1.0	0.0
"181"	66.5	62.5	"M"	68.0	7	1.0	0.0
"181"	66.5	62.5	"F"	63.5	7	0.0	1.0
"181"	66.5	62.5	"F"	62.5	7	0.0	1.0
"181"	66.5	62.5	"F"	62.5	7	0.0	1.0
"181"	66.5	62.5	"F"	62.5	7	0.0	1.0
"181"	66.5	62.5	"F"	62.5	7	0.0	1.0
"182"	66.0	61.5	"M"	70.0	1	1.0	0.0
"183"	66.0	60.0	"M"	68.0	4	1.0	0.0
"183"	66.0	60.0	"M"	67.0	4	1.0	0.0
"183"	66.0	60.0	"M"	65.0	4	1.0	0.0
"183"	66.0	60.0	"F"	60.0	4	0.0	1.0
"184"	66.0	60.0	"M"	65.0	1	1.0	0.0
"185"	66.0	59.0	"M"	68.0	15	1.0	0.0
"185"	66.0	59.0	"M"	67.0	15	1.0	0.0
"185"	66.0	59.0	"M"	66.5	15	1.0	0.0
"185"	66.0	59.0	"M"	66.0	15	1.0	0.0
"185"	66.0	59.0	"M"	65.7	15	1.0	0.0
"185"	66.0	59.0	"M"	65.5	15	1.0	0.0
"185"	66.0	59.0	"M"	65.0	15	1.0	0.0
"185"	66.0	59.0	"F"	65.0	15	0.0	1.0
"185"	66.0	59.0	"F"	64.0	15	0.0	1.0
"185"	66.0	59.0	"F"	63.0	15	0.0	1.0
"185"	66.0	59.0	"F"	62.0	15	0.0	1.0
"185"	66.0	59.0	"F"	61.0	15	0.0	1.0
"185"	66.0	59.0	"F"	60.0	15	0.0	1.0
"185"	66.0	59.0	"F"	58.0	15	0.0	1.0
"185"	66.0	59.0	"F"	57.0	15	0.0	1.0
"186"	65.0	67.0	"M"	66.5	4	1.0	0.0
"186"	65.0	67.0	"M"	66.0	4	1.0	0.0
"186"	65.0	67.0	"M"	66.0	4	1.0	0.0
"186"	65.0	67.0	"F"	65.0	4	0.0	1.0
"187"	65.0	67.0	"F"	63.0	1	0.0	1.0
"188"	65.0	66.0	"M"	63.0	4	1.0	0.0
"188"	65.0	66.0	"F"	63.0	4	0.0	1.0
"188"	65.0	66.0	"F"	63.0	4	0.0	1.0
"188"	65.0	66.0	"F"	60.0	4	0.0	1.0
"190"	65.0	65.0	"M"	69.0	9	1.0	0.0
"190"	65.0	65.0	"M"	68.0	9	1.0	0.0
"190"	65.0	65.0	"M"	68.0	9	1.0	0.0
"190"	65.0	65.0	"F"	65.0	9	0.0	1.0
"190"	65.0	65.0	"F"	65.0	9	0.0	1.0
"190"	65.0	65.0	"F"	62.0	9	0.0	1.0
"190"	65.0	65.0	"F"	62.0	9	0.0	1.0
"190"	65.0	65.0	"F"	61.0	9	0.0	1.0
"190"	65.0	65.0	"F"	59.0	9	0.0	1.0
"191"	65.0	65.5	"M"	70.7	2	1.0	0.0
"191"	65.0	65.5	"F"	65.5	2	0.0	1.0
"192"	65.0	65.0	"M"	69.2	6	1.0	0.0
"192"	65.0	65.0	"M"	69.0	6	1.0	0.0
"192"	65.0	65.0	"M"	68.0	6	1.0	0.0
"192"	65.0	65.0	"M"	67.7	6	1.0	0.0
"192"	65.0	65.0	"F"	64.5	6	0.0	1.0
"192"	65.0	65.0	"F"	60.5	6	0.0	1.0
"193"	65.0	64.0	"M"	67.0	6	1.0	0.0
"193"	65.0	64.0	"M"	67.0	6	1.0	0.0
"193"	65.0	64.0	"F"	64.0	6	0.0	1.0
"193"	65.0	64.0	"F"	64.0	6	0.0	1.0
"193"	65.0	64.0	"F"	62.5	6	0.0	1.0
"193"	65.0	64.0	"F"	60.5	6	0.0	1.0
"194"	65.0	63.0	"M"	70.0	2	1.0	0.0
"194"	65.0	63.0	"F"	63.0	2	0.0	1.0
"195"	65.0	63.0	"M"	66.0	3	1.0	0.0
"195"	65.0	63.0	"M"	66.0	3	1.0	0.0
"195"	65.0	63.0	"F"	63.0	3	0.0	1.0
"196"	65.5	63.0	"M"	71.0	4	1.0	0.0
"196"	65.5	63.0	"M"	71.0	4	1.0	0.0
"196"	65.5	63.0	"M"	69.0	4	1.0	0.0
"196"	65.5	63.0	"F"	63.5	4	0.0	1.0
"197"	65.5	60.0	"M"	68.0	5	1.0	0.0
"197"	65.5	60.0	"M"	68.0	5	1.0	0.0
"197"	65.5	60.0	"M"	67.0	5	1.0	0.0
"197"	65.5	60.0	"M"	67.0	5	1.0	0.0
"197"	65.5	60.0	"F"	62.0	5	0.0	1.0
"198"	64.0	64.0	"M"	71.5	7	1.0	0.0
"198"	64.0	64.0	"M"	68.0	7	1.0	0.0
"198"	64.0	64.0	"F"	65.5	7	0.0	1.0
"198"	64.0	64.0	"F"	64.0	7	0.0	1.0
"198"	64.0	64.0	"F"	62.0	7	0.0	1.0
"198"	64.0	64.0	"F"	62.0	7	0.0	1.0
"198"	64.0	64.0	"F"	61.0	7	0.0	1.0
"199"	64.0	64.0	"M"	70.5	7	1.0	0.0
"199"	64.0	64.0	"M"	68.0	7	1.0	0.0
"199"	64.0	64.0	"F"	67.0	7	0.0	1.0
"199"	64.0	64.0	"F"	65.0	7	0.0	1.0
"199"	64.0	64.0	"F"	64.0	7	0.0	1.0
"199"	64.0	64.0	"F"	64.0	7	0.0	1.0
"199"	64.0	64.0	"F"	60.0	7	0.0	1.0
"200"	64.0	63.0	"M"	64.5	1	1.0	0.0
"201"	64.0	60.0	"M"	66.0	2	1.0	0.0
"201"	64.0	60.0	"F"	60.0	2	0.0	1.0
"203"	62.0	66.0	"M"	64.0	3	1.0	0.0
"203"	62.0	66.0	"F"	62.0	3	0.0	1.0
"203"	62.0	66.0	"F"	61.0	3	0.0	1.0
"204"	62.5	63.0	"M"	66.5	2	1.0	0.0
"204"	62.5	63.0	"F"	57.0	2	0.0	1.0
"136A"	68.5	65.0	"M"	72.0	8	1.0	0.0
"136A"	68.5	65.0	"M"	70.5	8	1.0	0.0
"136A"	68.5	65.0	"M"	68.7	8	1.0	0.0
"136A"	68.5	65.0	"M"	68.5	8	1.0	0.0
"136A"	68.5	65.0	"M"	67.7	8	1.0	0.0
"136A"	68.5	65.0	"F"	64.0	8	0.0	1.0
"136A"	68.5	65.0	"F"	63.5	8	0.0	1.0
"136A"	68.5	65.0	"F"	63.0	8	0.0	1.0
